,Number_of_Pitches,Number_of_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Mean_Pitch,Mean_Pitch_Class,Pitch_Variability,Pitch_Class_Variability,Pitch_Skewness,Pitch_Class_Skewness,Average_Number_of_Simultaneous_Pitch_Classes,Variability_of_Number_of_Simultaneous_Pitch_Classes,Average_Number_of_Simultaneous_Pitches,Variability_of_Number_of_Simultaneous_Pitches,Most_Common_Vertical_Interval,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Vertical_Octaves,Perfect_Vertical_Intervals,Vertical_Dissonance_Ratio,Vertical_Minor_Third_Prevalence,Vertical_Major_Third_Prevalence,Chord_Duration,Standard_Triads,Diminished_and_Augmented_Triads,Non-Standard_Chords,Initial_Time_Signature_0,Initial_Time_Signature_1,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Mean_Rhythmic_Value,Number_of_Pitched_Instruments
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1705.mid",23.0, 10.0, 29.0, 0.2449, 0.7551, 0.0, 59.0, 5.293, 6.878, 3.547, -0.2641, 0.2474, 2.362, 0.7565, 2.841, 0.9412, 7.0, 0.007859, 0.2727, 0.02279, 0.1403, 0.167, 0.1536, 0.0558, 0.1591, 0.4664, 0.1202, 0.2873, 0.357, 0.6092, 0.2746, 0.02732, 0.1885, 2.0, 2.0, 1.0, 588.0, 2.827, 8.0, 9.0, 0.08333, 0.398, 0.8946, 0.1429, 0.005102, 0.1003, 1.01, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1706.mid",22.0, 9.0, 29.0, 0.2734, 0.7266, 0.0, 58.0, 4.971, 6.409, 3.463, -0.3165, -0.02493, 2.176, 0.6235, 2.51, 0.7294, 4.0, 0.002967, 0.3294, 0.005935, 0.07715, 0.2107, 0.1558, 0.03264, 0.1543, 0.4421, 0.0784, 0.2051, 0.391, 0.8991, 0.213, 0.00361, 0.09025, 2.0, 2.0, 1.0, 278.0, 1.782, 8.0, 8.0, 0.0, 0.2374, 0.9065, 0.3669, 0.01079, 0.1079, 1.428, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1707.mid",20.0, 8.0, 29.0, 0.2849, 0.7151, 0.0, 59.0, 5.831, 7.938, 3.449, -0.2219, -1.016, 2.179, 0.5471, 2.603, 0.6343, 0.0, 0.007126, 0.3515, 0.009501, 0.05938, 0.1734, 0.1306, 0.04513, 0.19, 0.4228, 0.105, 0.2989, 0.3315, 0.8653, 0.1503, 0.01156, 0.08671, 2.0, 2.0, 1.0, 172.0, 1.87, 8.0, 8.0, 0.0, 0.314, 0.8663, 0.2442, 0.03488, 0.1512, 1.436, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1708.mid",20.0, 8.0, 29.0, 0.2849, 0.7151, 0.0, 59.0, 5.875, 7.933, 3.434, -0.2188, -0.983, 2.299, 0.6104, 2.755, 0.6342, 0.0, 0.01018, 0.225, 0.005088, 0.04149, 0.1174, 0.09119, 0.03483, 0.1241, 0.6098, 0.07988, 0.3315, 0.3478, 0.8653, 0.1829, 0.01143, 0.1486, 2.0, 2.0, 1.0, 344.0, 3.739, 8.0, 8.0, 0.0, 0.3169, 0.8808, 0.2384, 0.01744, 0.1076, 1.366, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17083.mid",23.0, 10.0, 31.0, 0.1909, 0.8055, 0.003636, 59.0, 5.749, 6.699, 3.427, -0.1221, -1.095, 2.194, 0.6329, 2.524, 0.6779, 3.0, 0.01027, 0.4016, 0.02619, 0.05881, 0.1323, 0.1325, 0.05059, 0.1618, 0.3529, 0.1274, 0.3944, 0.2555, 0.5953, 0.2105, 0.05797, 0.1493, 2.0, 2.0, 1.0, 550.0, 2.434, 10.0, 11.0, 0.3055, 0.4927, 0.6345, 0.2527, 0.005455, 0.09455, 1.05, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17084.mid",22.0, 9.0, 31.0, 0.2682, 0.7299, 0.001825, 59.0, 5.662, 7.047, 3.231, -0.2835, 0.615, 2.145, 0.5658, 2.563, 0.5719, 0.0, 0.008316, 0.3727, 0.006757, 0.07069, 0.145, 0.1289, 0.0343, 0.2043, 0.42, 0.08517, 0.2917, 0.3401, 0.7709, 0.1517, 0.01119, 0.1082, 2.0, 2.0, 1.0, 548.0, 2.468, 8.0, 9.0, 0.135, 0.3175, 0.8157, 0.1588, 0.001825, 0.03832, 1.042, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17085.mid",29.0, 12.0, 31.0, 0.3249, 0.6742, 8.865E-4, 57.0, 5.312, 7.146, 3.595, -0.09658, 0.2608, 2.227, 0.6263, 2.525, 0.5982, 7.0, 0.002436, 0.3688, 0.01128, 0.05544, 0.1976, 0.1691, 0.03205, 0.1462, 0.3992, 0.06702, 0.3317, 0.3379, 0.7264, 0.2874, 0.01811, 0.08483, 4.0, 4.0, 2.0, 2256.0, 2.415, 9.0, 10.0, 0.1401, 0.3271, 0.848, 0.2137, 8.865E-4, 0.02305, 1.039, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17086.mid",26.0, 11.0, 32.0, 0.2142, 0.7812, 0.00465, 60.0, 5.289, 7.25, 3.264, -0.5825, 0.2655, 2.255, 0.5885, 2.474, 0.5863, 3.0, 0.01038, 0.3805, 0.01167, 0.06872, 0.1734, 0.1496, 0.05312, 0.1109, 0.3531, 0.1323, 0.3425, 0.3197, 0.4297, 0.2367, 0.007514, 0.1159, 4.0, 4.0, 2.0, 3871.0, 3.958, 10.0, 11.0, 0.5536, 0.683, 0.4371, 0.1077, 0.001808, 0.0465, 0.6247, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17087.mid",28.0, 12.0, 32.0, 0.2356, 0.7552, 0.009232, 59.0, 5.248, 7.043, 3.444, -0.1052, 0.2158, 2.276, 0.6124, 2.564, 0.5834, 3.0, 0.01166, 0.3804, 0.01351, 0.06055, 0.1605, 0.1435, 0.05213, 0.1362, 0.3572, 0.1349, 0.3476, 0.3313, 0.4426, 0.2596, 0.01838, 0.1331, 2.0, 2.0, 1.0, 2708.0, 3.64, 10.0, 11.0, 0.3527, 0.62, 0.6355, 0.08383, 0.001108, 0.06647, 0.7108, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17088.mid",23.0, 11.0, 29.0, 0.1658, 0.8342, 0.0, 60.0, 5.835, 6.653, 3.251, -0.5856, -1.075, 2.08, 0.6916, 2.425, 0.6981, 0.0, 0.007761, 0.306, 0.005373, 0.04955, 0.1955, 0.1642, 0.04537, 0.1961, 0.4424, 0.09585, 0.2718, 0.2394, 0.4075, 0.269, 0.005913, 0.085, 2.0, 2.0, 1.0, 790.0, 3.726, 9.0, 10.0, 0.462, 0.6203, 0.5241, 0.07089, 0.001266, 0.05949, 0.6554, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1709.mid",25.0, 10.0, 31.0, 0.266, 0.7239, 0.0101, 58.0, 5.859, 7.897, 3.746, -0.03454, -0.9141, 2.336, 0.5932, 2.86, 0.8717, 3.0, 0.003628, 0.3863, 0.01209, 0.05502, 0.1717, 0.1391, 0.03144, 0.1765, 0.4033, 0.07682, 0.4559, 0.3952, 0.8021, 0.2846, 0.02339, 0.1248, 2.0, 2.0, 1.0, 297.0, 2.184, 8.0, 9.0, 0.08081, 0.2963, 0.8519, 0.3434, 0.003367, 0.09428, 1.322, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17090.mid",17.0, 9.0, 24.0, 0.2398, 0.7602, 0.0, 59.0, 5.228, 6.24, 3.21, -0.2531, 0.2131, 2.0, 0.6637, 2.22, 0.7107, 4.0, 0.01852, 0.363, 0.04444, 0.06667, 0.1296, 0.163, 0.05185, 0.137, 0.3333, 0.1638, 0.2262, 0.244, 0.6803, 0.1374, 0.07634, 0.145, 2.0, 2.0, 1.0, 171.0, 2.036, 6.0, 6.0, 0.0, 0.5439, 0.9298, 0.2339, 0.0, 0.05263, 1.094, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17091.mid",23.0, 10.0, 29.0, 0.2646, 0.7354, 0.0, 58.0, 5.627, 6.966, 3.306, 0.2838, -0.3382, 2.155, 0.6683, 2.444, 0.6465, 7.0, 0.001142, 0.3168, 0.01256, 0.04909, 0.1781, 0.1946, 0.06107, 0.1644, 0.3916, 0.1075, 0.2736, 0.2703, 0.5878, 0.2674, 0.01738, 0.1043, 2.0, 2.0, 1.0, 601.0, 2.707, 7.0, 8.0, 0.2712, 0.5008, 0.7105, 0.1864, 0.0, 0.04493, 0.9085, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17092.mid",23.0, 12.0, 27.0, 0.1371, 0.8629, 0.0, 60.0, 5.279, 5.844, 3.2, -0.9834, 0.2611, 2.095, 0.666, 2.551, 0.8704, 4.0, 6.184E-4, 0.316, 0.01113, 0.1017, 0.1314, 0.1766, 0.04947, 0.1988, 0.432, 0.08161, 0.1429, 0.398, 0.886, 0.2568, 0.0, 0.02445, 2.0, 2.0, 2.0, 700.0, 2.041, 9.0, 9.0, 0.01714, 0.3571, 0.8971, 0.2814, 0.008571, 0.09857, 1.266, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17093.mid",17.0, 8.0, 29.0, 0.2348, 0.7652, 0.0, 59.0, 5.579, 7.483, 3.543, -0.0422, -0.3565, 2.753, 0.6097, 3.113, 0.7716, 7.0, 0.0, 0.3247, 0.005747, 0.07471, 0.2701, 0.1868, 0.02011, 0.1006, 0.4454, 0.04505, 0.4124, 0.6701, 0.8956, 0.6848, 0.02174, 0.07609, 2.0, 2.0, 1.0, 247.0, 2.47, 6.0, 6.0, 0.0, 0.1943, 0.9757, 0.2672, 0.0, 0.04049, 1.227, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17094.mid",21.0, 9.0, 29.0, 0.1917, 0.8083, 0.0, 59.0, 5.86, 6.861, 3.275, -0.05758, -1.044, 2.121, 0.6873, 2.548, 0.7116, 0.0, 0.005462, 0.3207, 0.009364, 0.06048, 0.1533, 0.174, 0.04526, 0.2138, 0.4276, 0.08418, 0.3247, 0.2622, 0.6154, 0.2444, 0.01058, 0.1175, 2.0, 2.0, 1.0, 767.0, 2.663, 9.0, 10.0, 0.2334, 0.4915, 0.7223, 0.1825, 0.005215, 0.0704, 0.9674, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1710.mid",23.0, 9.0, 31.0, 0.2327, 0.7277, 0.0396, 59.0, 5.535, 7.837, 3.727, -0.1781, -0.3746, 2.12, 0.5694, 2.438, 0.7474, 0.0, 0.0, 0.2077, 0.01026, 0.09487, 0.1692, 0.2744, 0.06154, 0.1692, 0.4333, 0.09244, 0.2135, 0.1615, 1.625, 0.1744, 0.01163, 0.06977, 2.0, 2.0, 1.0, 202.0, 1.052, 5.0, 5.0, 0.0, 0.0, 0.698, 0.7426, 0.02475, 0.104, 2.317, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17103.mid",20.0, 11.0, 27.0, 0.1567, 0.8433, 0.0, 58.0, 5.481, 4.964, 3.228, 0.6011, -0.4826, 2.211, 0.6763, 2.467, 0.6395, 7.0, 9.025E-4, 0.3723, 0.002708, 0.1115, 0.2134, 0.1259, 0.02708, 0.1327, 0.4576, 0.04627, 0.3836, 0.3382, 0.9729, 0.3506, 0.002119, 0.05191, 2.0, 2.0, 2.0, 568.0, 2.051, 8.0, 9.0, 0.132, 0.3275, 0.8257, 0.3169, 0.003521, 0.05282, 1.197, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1711.mid",22.0, 9.0, 29.0, 0.2737, 0.7263, 0.0, 58.0, 4.846, 6.538, 3.519, -0.3469, -0.1317, 2.006, 0.6345, 2.409, 0.7864, 7.0, 0.01214, 0.2561, 0.004854, 0.06877, 0.2496, 0.1574, 0.02751, 0.2039, 0.5222, 0.06874, 0.1802, 0.2216, 1.391, 0.1852, 0.0, 0.06984, 2.0, 2.0, 1.0, 369.0, 1.198, 8.0, 8.0, 0.01626, 0.08943, 0.748, 0.6314, 0.00271, 0.05149, 2.015, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1712.mid",19.0, 8.0, 29.0, 0.2857, 0.7143, 0.0, 57.0, 5.062, 7.183, 3.824, -0.4566, 0.04873, 2.207, 0.6293, 2.47, 0.6756, 3.0, 0.00597, 0.3881, 0.008955, 0.0597, 0.206, 0.1463, 0.04179, 0.1284, 0.394, 0.07717, 0.372, 0.3232, 1.861, 0.2828, 0.01379, 0.08276, 2.0, 2.0, 1.0, 161.0, 0.9817, 4.0, 4.0, 0.0, 0.0, 0.6398, 0.8137, 0.0, 0.01863, 2.516, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17121.mid",22.0, 8.0, 32.0, 0.1485, 0.8069, 0.04455, 61.0, 5.181, 6.919, 3.585, -0.2436, 0.1512, 2.032, 0.6342, 2.288, 0.5917, 3.0, 0.0, 0.3736, 0.004078, 0.06281, 0.1892, 0.1525, 0.02936, 0.168, 0.4201, 0.0569, 0.3038, 0.2823, 0.8546, 0.2211, 0.0, 0.0462, 2.0, 2.0, 1.0, 404.0, 2.172, 7.0, 7.0, 0.0198, 0.4035, 0.953, 0.2153, 0.0, 0.02475, 1.053, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1713.mid",18.0, 8.0, 29.0, 0.2841, 0.7159, 0.0, 58.0, 4.085, 7.17, 3.279, -0.4874, 0.07797, 2.29, 0.6134, 2.574, 0.6616, 7.0, 0.0, 0.2937, 0.002532, 0.08354, 0.2962, 0.1089, 0.04304, 0.1266, 0.5063, 0.1003, 0.2216, 0.3636, 0.8436, 0.2671, 0.006211, 0.1429, 2.0, 2.0, 1.0, 176.0, 2.0, 7.0, 7.0, 0.0, 0.3466, 0.9091, 0.2784, 0.005682, 0.1023, 1.304, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17136.mid",22.0, 11.0, 29.0, 0.09697, 0.8303, 0.07273, 63.0, 5.465, 6.821, 3.656, -0.1551, 0.3819, 2.262, 0.6274, 2.548, 0.6702, 4.0, 0.006021, 0.3483, 0.01032, 0.07081, 0.2058, 0.1795, 0.03326, 0.1302, 0.4068, 0.06994, 0.2443, 0.3948, 0.8796, 0.3052, 0.005575, 0.08432, 2.0, 2.0, 2.0, 825.0, 2.078, 8.0, 9.0, 0.05333, 0.2739, 0.9103, 0.3176, 0.003636, 0.04364, 1.232, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1714.mid",27.0, 11.0, 31.0, 0.2852, 0.7049, 0.009836, 58.0, 5.715, 7.877, 3.526, 0.1811, -1.093, 1.919, 0.7003, 2.181, 0.8628, 3.0, 0.005386, 0.4183, 0.01616, 0.03411, 0.1903, 0.1131, 0.03591, 0.167, 0.3986, 0.07529, 0.3464, 0.244, 1.657, 0.1967, 0.02929, 0.06276, 2.0, 2.0, 1.0, 305.0, 0.9187, 5.0, 5.0, 0.0, 0.0, 0.6656, 0.6656, 0.03607, 0.05246, 2.39, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17140.mid",23.0, 10.0, 31.0, 0.309, 0.69, 0.001, 57.0, 4.871, 6.968, 3.419, -0.1468, -0.1132, 2.093, 0.6165, 2.436, 0.6159, 7.0, 0.004918, 0.2978, 0.008197, 0.08087, 0.2557, 0.1063, 0.03661, 0.1779, 0.5145, 0.08864, 0.2394, 0.2346, 0.8112, 0.1865, 0.006196, 0.08922, 2.0, 2.0, 1.0, 1000.0, 2.119, 9.0, 10.0, 0.114, 0.406, 0.848, 0.315, 0.004, 0.044, 1.157, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17142.mid",22.0, 10.0, 29.0, 0.3103, 0.6897, 0.0, 58.0, 5.186, 6.857, 3.344, 0.07041, 0.1665, 2.236, 0.572, 2.548, 0.5858, 4.0, 0.006494, 0.3873, 0.006262, 0.06076, 0.196, 0.1498, 0.02597, 0.1489, 0.4056, 0.06076, 0.3345, 0.3723, 0.7912, 0.2639, 0.008047, 0.06974, 2.0, 2.0, 3.0, 1218.0, 2.421, 8.0, 9.0, 0.09113, 0.3941, 0.8875, 0.234, 0.003284, 0.03202, 1.055, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17149.mid",23.0, 10.0, 31.0, 0.2581, 0.7374, 0.004513, 59.0, 5.272, 7.232, 3.344, -0.2031, 0.2441, 2.173, 0.5905, 2.501, 0.6044, 7.0, 0.007472, 0.3547, 0.005185, 0.03965, 0.2037, 0.1594, 0.04079, 0.1693, 0.4127, 0.07907, 0.3177, 0.2919, 0.625, 0.2363, 0.004887, 0.06353, 4.0, 4.0, 2.0, 2216.0, 2.763, 10.0, 11.0, 0.3141, 0.454, 0.6679, 0.1706, 0.004513, 0.03971, 0.9041, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1715.mid",27.0, 11.0, 31.0, 0.3007, 0.6892, 0.01014, 58.0, 5.611, 7.954, 3.601, 0.1185, -1.157, 2.171, 0.6727, 2.479, 0.8969, 3.0, 0.006821, 0.3533, 0.01774, 0.08186, 0.191, 0.1214, 0.02729, 0.1583, 0.4311, 0.1039, 0.3963, 0.2561, 0.8299, 0.2357, 0.03571, 0.1214, 2.0, 2.0, 1.0, 296.0, 1.805, 8.0, 8.0, 0.0, 0.3277, 0.8716, 0.3243, 0.01351, 0.09122, 1.385, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17151.mid",23.0, 10.0, 31.0, 0.196, 0.8016, 0.002429, 60.0, 5.554, 7.051, 3.348, -0.5839, -0.3998, 2.201, 0.6096, 2.566, 0.6787, 7.0, 0.01017, 0.278, 0.01174, 0.05844, 0.1944, 0.1878, 0.0544, 0.1726, 0.4254, 0.1221, 0.264, 0.2535, 0.5344, 0.1993, 0.01039, 0.1266, 2.0, 2.0, 1.0, 1235.0, 2.886, 9.0, 10.0, 0.3385, 0.4818, 0.6267, 0.1555, 0.006478, 0.06235, 0.8966, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17154.mid",25.0, 11.0, 33.0, 0.3051, 0.6921, 0.002799, 58.0, 5.204, 7.129, 3.384, 0.01708, 0.1805, 2.189, 0.5889, 2.489, 0.6301, 7.0, 0.005152, 0.3528, 0.008587, 0.08059, 0.2077, 0.132, 0.0384, 0.1472, 0.4365, 0.08549, 0.3362, 0.2933, 0.7238, 0.1915, 0.01221, 0.1104, 2.0, 2.0, 2.0, 1429.0, 2.875, 9.0, 10.0, 0.1113, 0.5227, 0.8719, 0.1204, 0.0014, 0.04129, 0.8684, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17155.mid",25.0, 11.0, 33.0, 0.3051, 0.6921, 0.002799, 58.0, 5.204, 7.129, 3.384, 0.01708, 0.1805, 2.196, 0.591, 2.502, 0.6419, 7.0, 0.005034, 0.3562, 0.008389, 0.07874, 0.2106, 0.129, 0.03751, 0.1477, 0.4379, 0.08335, 0.3415, 0.299, 0.7298, 0.1986, 0.0121, 0.1095, 3.0, 2.0, 2.0, 1429.0, 2.852, 9.0, 10.0, 0.1113, 0.5227, 0.8691, 0.1204, 0.004199, 0.04409, 0.8796, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17156.mid",24.0, 11.0, 31.0, 0.2708, 0.7277, 0.001448, 59.0, 5.516, 7.429, 3.287, -0.1199, 0.4713, 2.249, 0.619, 2.572, 0.6123, 7.0, 0.009935, 0.347, 0.008883, 0.05026, 0.2266, 0.1313, 0.04839, 0.1511, 0.428, 0.1034, 0.3492, 0.3122, 0.5628, 0.2537, 0.01144, 0.1281, 2.0, 2.0, 1.0, 1381.0, 2.853, 9.0, 10.0, 0.3244, 0.5279, 0.6568, 0.223, 7.241E-4, 0.04417, 0.9053, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1716.mid",22.0, 10.0, 28.0, 0.252, 0.748, 0.0, 58.0, 5.076, 7.21, 3.39, -0.5131, 0.06714, 2.594, 0.6357, 3.038, 0.8167, 7.0, 0.007396, 0.3048, 0.01321, 0.08769, 0.2176, 0.1786, 0.0317, 0.1389, 0.4443, 0.07802, 0.4855, 0.3696, 1.377, 0.4366, 0.02985, 0.1325, 2.0, 2.0, 1.0, 369.0, 1.337, 7.0, 7.0, 0.0, 0.05962, 0.664, 0.6423, 0.03794, 0.122, 2.28, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17160.mid",23.0, 11.0, 29.0, 0.1409, 0.8336, 0.02555, 62.0, 5.301, 6.71, 3.422, -0.3965, 0.2643, 2.268, 0.6135, 2.774, 0.6005, 0.0, 0.003652, 0.3212, 0.009067, 0.07115, 0.1878, 0.1228, 0.04672, 0.2054, 0.4643, 0.1009, 0.3148, 0.3541, 0.4424, 0.2296, 0.007968, 0.1373, 2.0, 2.0, 1.0, 1370.0, 3.605, 9.0, 10.0, 0.4285, 0.554, 0.562, 0.1431, 0.00146, 0.03942, 0.7655, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17162.mid",23.0, 11.0, 29.0, 0.1409, 0.8336, 0.02555, 62.0, 5.301, 6.71, 3.422, -0.3965, 0.2643, 2.273, 0.6109, 2.789, 0.6022, 0.0, 0.003603, 0.3236, 0.008945, 0.0702, 0.1855, 0.1231, 0.04659, 0.2066, 0.4623, 0.1, 0.3102, 0.366, 0.4424, 0.229, 0.007945, 0.139, 3.0, 2.0, 1.0, 1370.0, 3.624, 10.0, 11.0, 0.4285, 0.554, 0.562, 0.1438, 0.00219, 0.03869, 0.7688, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17163.mid",27.0, 11.0, 32.0, 0.2795, 0.7167, 0.003808, 57.66, 5.439, 7.217, 3.403, 0.05287, -0.4948, 2.132, 0.6287, 2.526, 0.6781, 3.0, 0.002308, 0.3438, 0.005455, 0.05592, 0.1726, 0.1718, 0.03137, 0.1975, 0.4277, 0.06005, 0.3677, 0.255, 0.8704, 0.241, 0.005788, 0.06577, 4.0, 4.0, 2.0, 1313.0, 2.336, 9.0, 10.0, 0.1797, 0.3595, 0.7982, 0.246, 0.001523, 0.0396, 1.065, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17169.mid",30.0, 11.0, 34.0, 0.2381, 0.7273, 0.03458, 59.22, 5.205, 7.656, 3.671, 0.07142, 0.1678, 2.121, 0.6412, 2.444, 0.6477, 4.0, 0.003037, 0.3111, 0.006637, 0.07892, 0.1739, 0.1834, 0.03999, 0.1737, 0.4265, 0.08581, 0.2125, 0.3375, 0.718, 0.2236, 0.006507, 0.08147, 4.0, 4.0, 3.0, 2776.0, 2.437, 10.0, 11.0, 0.1657, 0.4193, 0.8066, 0.1909, 0.003963, 0.0299, 0.9971, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1717.mid",31.0, 11.0, 32.0, 0.2703, 0.7187, 0.01099, 58.0, 5.015, 7.228, 3.427, -0.08665, 0.01347, 1.961, 0.6611, 2.239, 0.807, 4.0, 0.006402, 0.347, 0.004481, 0.08003, 0.1697, 0.1536, 0.03585, 0.169, 0.4187, 0.08774, 0.2533, 0.2292, 1.517, 0.1882, 0.007184, 0.06753, 2.0, 2.0, 1.0, 455.0, 0.9978, 7.0, 6.0, 0.0, 0.02637, 0.6835, 0.6154, 0.03077, 0.07033, 2.257, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17174.mid",23.0, 9.0, 31.0, 0.227, 0.7715, 0.001534, 59.0, 5.335, 6.896, 3.437, -0.03303, 0.2925, 2.042, 0.7, 2.308, 0.7855, 7.0, 0.002176, 0.2867, 0.004534, 0.09485, 0.2087, 0.1612, 0.06112, 0.1483, 0.4519, 0.1112, 0.2045, 0.2714, 0.4085, 0.206, 0.002527, 0.1078, 2.0, 2.0, 1.0, 1304.0, 3.432, 10.0, 11.0, 0.5069, 0.7017, 0.4709, 0.1089, 0.005368, 0.04831, 0.6817, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1718.mid",25.0, 11.0, 31.0, 0.2165, 0.7736, 0.009917, 60.0, 5.238, 7.081, 3.475, 0.06792, 0.2055, 2.336, 0.7275, 2.696, 0.9613, 3.0, 0.0068, 0.3706, 0.01445, 0.1096, 0.1394, 0.1713, 0.03995, 0.1343, 0.3833, 0.08085, 0.4603, 0.3201, 1.253, 0.3302, 0.02255, 0.1233, 2.0, 2.0, 1.0, 605.0, 1.414, 8.0, 7.0, 0.0, 0.157, 0.7702, 0.5785, 0.003306, 0.06777, 1.915, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1719.mid",26.0, 10.0, 32.0, 0.2699, 0.7138, 0.01626, 58.0, 4.631, 7.06, 3.529, -0.4533, -0.3138, 2.517, 0.6546, 2.934, 0.8019, 7.0, 0.01062, 0.3311, 0.008044, 0.09942, 0.2033, 0.1335, 0.04923, 0.1345, 0.4373, 0.1088, 0.4787, 0.3526, 1.423, 0.3891, 0.01848, 0.2011, 2.0, 2.0, 1.0, 615.0, 1.25, 8.0, 8.0, 0.0, 0.09431, 0.6163, 0.652, 0.01626, 0.07317, 2.356, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1720.mid",23.0, 10.0, 29.0, 0.368, 0.632, 0.0, 56.0, 5.221, 8.028, 3.567, -0.3866, -0.6549, 2.302, 0.6459, 2.812, 0.7149, 7.0, 0.006783, 0.3014, 0.002907, 0.03682, 0.2238, 0.1793, 0.03004, 0.2064, 0.4671, 0.05521, 0.4239, 0.288, 0.9993, 0.3373, 0.002985, 0.07761, 2.0, 2.0, 1.0, 375.0, 2.038, 6.0, 6.0, 0.0, 0.144, 0.9147, 0.312, 0.0, 0.08533, 1.381, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17202.mid",21.0, 9.0, 29.0, 0.1804, 0.7955, 0.02405, 62.0, 5.182, 7.216, 3.353, -0.82, 0.163, 2.169, 0.6897, 2.53, 0.6959, 7.0, 0.0034, 0.2973, 0.002645, 0.09029, 0.2199, 0.1209, 0.03778, 0.1817, 0.4919, 0.0988, 0.3232, 0.259, 0.3663, 0.2603, 0.0, 0.1125, 2.0, 2.0, 1.0, 582.0, 3.829, 8.0, 9.0, 0.5722, 0.6976, 0.3986, 0.1289, 0.0, 0.03265, 0.663, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1721.mid",22.0, 10.0, 29.0, 0.3233, 0.6767, 0.0, 57.0, 5.316, 7.762, 3.606, -0.1714, -0.5692, 2.325, 0.6603, 2.829, 0.7416, 7.0, 0.006793, 0.3018, 0.005822, 0.0524, 0.2314, 0.1727, 0.02329, 0.1887, 0.4726, 0.05584, 0.4306, 0.3014, 1.844, 0.3615, 0.006154, 0.08769, 2.0, 2.0, 1.0, 399.0, 1.108, 7.0, 6.0, 0.0, 0.02005, 0.6391, 0.807, 0.0401, 0.08271, 2.556, 1.0
