index,Range
5779,29
5780,29
5781,31
5782,29
5783,29
5784,31
5785,29
5786,24
5787,31
5788,31
5789,33
5790,34
5791,33
5792,34
5793,34
5794,31
5795,29
5796,29
5797,31
5798,29
5799,32
5800,31
5801,36
5802,32
5803,31
5804,34
5805,28
5806,31
5807,31
5808,33
5809,29
5810,27
5811,33
5812,24
5813,24
5814,24
5815,26
5816,26
5817,24
5818,24
5819,26
5820,24
5821,28
5822,29
5823,29
5824,24
5825,27
5826,28
5827,27
5828,31
5829,27
5830,26
5831,26
5832,28
5833,33
5834,26
5835,29
5836,26
5837,24
5838,28
5839,26
5840,36
5841,27
5842,24
5843,27
5844,26
5845,31
5846,26
5847,24
5848,29
5849,26
5850,28
5851,26
5852,28
5853,28
5854,26
5855,28
5856,28
5857,27
5858,26
5859,24
5860,29
5861,21
5862,28
5863,24
5864,30
5865,26
5866,26
5867,26
5868,26
5869,22
5870,28
5871,30
5872,24
5873,36
5874,26
5875,24
5876,24
5877,27
5878,26
5879,29
5880,26
5881,27
5882,29
5883,27
5884,27
5885,26
5886,29
5887,25
5888,26
5889,27
5890,29
5891,29
5892,29
5893,27
5894,24
5895,26
5896,25
5897,26
5898,26
5899,22
5900,32
5901,29
5902,34
5903,31
5904,32
5905,26
5906,33
5907,26
5908,24
5909,29
5910,26
5911,28
5912,31
5913,29
5914,26
5915,31
5916,31
5917,27
5918,31
5919,28
5920,26
5921,27
5922,24
5923,27
5924,20
5925,28
5926,29
5927,27
5928,31
5929,25
5930,26
5931,24
5932,24
5933,31
5934,27
5935,28
5936,26
5937,31
5938,32
5939,26
5940,39
5941,26
5942,27
5943,29
5944,31
5945,28
5946,26
5947,31
5948,26
5949,31
5950,26
5951,27
5952,24
5953,22
5954,26
5955,26
5956,29
5957,33
5958,26
5959,29
5960,28
5961,24
5962,29
5963,29
5964,19
5965,29
5966,29
5967,36
5968,31
5969,31
5970,25
5971,31
5972,29
5973,29
5974,24
5975,28
5976,31
5977,27
5978,31
5979,29
5980,29
5981,29
5982,25
5983,26
5984,32
5985,37
5986,37
5987,27
5988,37
5989,28
5990,28
5991,28
5992,24
5993,28
5994,38
5995,38
5996,38
5997,29
5998,38
5999,34
6000,34
6001,34
6002,27
6003,34
6004,33
6005,33
6006,33
6007,29
6008,33
6009,35
6010,35
6011,35
6012,31
6013,35
6014,25
6015,25
6016,25
6017,23
6018,25
6019,27
6020,27
6021,27
6022,22
6023,27
6024,32
6025,32
6026,32
6027,28
6028,32
6029,33
6030,33
6031,33
6032,29
6033,33
6034,14
6035,33
6036,33
6037,33
6038,33
6039,26
6040,33
6041,32
6042,32
6043,32
6044,27
6045,32
6046,35
6047,35
6048,35
6049,31
6050,35
6051,34
6052,34
6053,34
6054,27
6055,34
6056,33
6057,33
6058,33
6059,26
6060,33
6061,33
6062,34
6063,34
6064,26
6065,34
6066,34
6067,34
6068,34
6069,27
6070,34
6071,31
6072,31
6073,31
6074,27
6075,31
6076,33
6077,38
6078,38
6079,26
6080,38
6081,33
6082,33
6083,33
6084,26
6085,33
6086,36
6087,36
6088,29
6089,36
6090,36
6091,36
6092,36
6093,29
6094,36
6095,36
6096,36
6097,36
6098,29
6099,36
6100,36
6101,36
6102,36
6103,29
6104,36
6105,36
6106,36
6107,36
6108,29
6109,36
6110,31
6111,32
6112,32
6113,26
6114,32
6115,31
6116,31
6117,31
6118,26
6119,31
6120,33
6121,33
6122,33
6123,28
6124,33
6125,31
6126,33
6127,33
6128,26
6129,33
6130,32
6131,32
6132,32
6133,24
6134,32
6135,34
6136,34
6137,34
6138,27
6139,34
6140,36
6141,36
6142,36
6143,29
6144,36
6145,33
6146,33
6147,33
6148,33
6149,26
6150,33
6151,33
6152,33
6153,33
6154,29
6155,33
6156,31
6157,31
6158,31
6159,31
6160,28
6161,31
6162,31
6163,31
6164,31
6165,24
6166,31
6167,33
6168,33
6169,33
6170,29
6171,33
6172,33
6173,33
6174,33
6175,26
6176,33
6177,34
6178,34
6179,34
6180,25
6181,34
6182,34
6183,34
6184,34
6185,29
6186,34
6187,34
6188,36
6189,36
6190,27
6191,36
6192,32
6193,34
6194,27
6195,34
6196,33
6197,31
6198,31
6199,26
6200,34
6201,26
6202,33
6203,29
6204,34
6205,29
6206,34
6207,27
6208,34
6209,28
6210,32
6211,27
6212,34
6213,27
6214,37
6215,27
6216,31
6217,28
6218,36
6219,26
6220,32
6221,27
6222,31
6223,26
6224,33
6225,28
6226,32
6227,27
6228,36
6229,29
6230,36
6231,34
6232,27
6233,29
6234,36
6235,27
6236,33
6237,26
6238,32
6239,27
6240,36
6241,29
6242,34
6243,27
6244,33
6245,29
6246,36
6247,29
6248,33
6249,26
6250,36
6251,29
6252,36
6253,26
6254,33
6255,26
6256,31
6257,26
6258,36
6259,29
6260,32
6261,27
6262,32
6263,27
6264,38
6265,29
6266,36
6267,27
6268,33
6269,26
6270,36
6271,26
6272,33
6273,26
6274,34
6275,27
6276,34
6277,27
6278,31
6279,24
6280,34
6281,27
6282,33
6283,26
6284,34
6285,29
6286,34
6287,29
6288,34
6289,27
6290,36
6291,27
6292,36
6293,29
6294,33
6295,26
6296,36
6297,29
6298,35
6299,28
6300,31
6301,24
6302,34
6303,27
6304,33
6305,29
6306,33
6307,33
6308,29
6309,33
6310,34
6311,31
6312,34
6313,32
6314,28
6315,31
6316,33
6317,26
6318,33
6319,38
6320,36
6321,32
6322,41
6323,41
6324,27
6325,38
6326,36
6327,33
6328,31
6329,31
6330,31
6331,27
6332,27
6333,33
6334,33
6335,34
6336,34
6337,29
6338,29
6339,36
6340,31
6341,39
6342,39
6343,39
6344,34
6345,31
6346,39
6347,39
6348,32
6349,33
6350,33
6351,33
6352,31
6353,26
6354,38
6355,31
6356,26
6357,29
6358,27
6359,34
6360,31
6361,33
6362,29
6363,36
6364,29
6365,33
6366,28
6367,36
6368,34
6369,36
6370,36
6371,31
6372,29
6373,31
6374,27
6375,31
6376,29
6377,38
6378,31
6379,32
6380,27
6381,31
6382,29
6383,33
6384,31
6385,33
6386,33
6387,31
6388,29
6389,33
6390,33
6391,33
6392,34
6393,33
6394,34
6395,31
6396,34
6397,34
6398,31
6399,31
6400,32
6401,33
6402,31
6403,31
6404,32
6405,31
6406,31
6407,31
6408,0
6409,33
6410,31
6411,31
6412,29
6413,31
6414,31
6415,32
6416,32
6417,26
6418,24
6419,27
6420,27
6421,27
6422,24
6423,27
6424,22
6425,27
6426,29
6427,24
6428,24
6429,29
6430,24
6431,31
6432,29
6433,24
6434,27
6435,27
6436,29
6437,27
6438,27
6439,26
6440,27
6441,29
6442,31
6443,29
6444,31
6445,31
6446,0
6447,0
6448,31
6449,31
6450,25
6451,32
6452,27
6453,29
6454,26
6455,29
6456,27
6457,32
6458,32
6459,31
6460,33
6461,28
6462,26
6463,31
6464,32
6465,31
6466,27
6467,34
6468,36
6469,34
6470,32
6471,31
6472,29
6473,29
6474,36
6475,33
6476,34
6477,33
6478,31
6479,37
6480,32
6481,29
6482,29
6483,38
6484,33
6485,29
6486,33
6487,35
6488,31
6489,35
6490,34
6491,29
6492,36
6493,31
6494,25
6495,29
6496,29
6497,33
6498,32
6499,30
6500,36
6501,36
6502,26
6503,31
6504,31
6505,28
6506,32
6507,29
6508,29
6509,31
6510,33
6511,30
6512,31
6513,29
6514,29
6515,31
6516,34
6517,34
6518,27
6519,33
6520,29
6521,34
6522,33
6523,28
6524,31
6525,31
6526,34
6527,36
6528,33
6529,31
6530,29
6531,29
6532,31
6533,27
6534,31
6535,28
6536,31
6537,29
6538,31
6539,31
6540,29
6541,29
6542,29
6543,34
6544,24
6545,26
6546,34
6547,34
6548,26
6549,31
6550,24
6551,34
6552,32
6553,31
6554,29
6555,32
6556,33
6557,36
6558,33
6559,34
6560,32
6561,29
6562,36
6563,29
6564,31
6565,29
6566,27
6567,48
6568,34
6569,29
6570,28
6571,36
6572,31
6573,24
6574,33
6575,26
6576,33
6577,36
6578,29
6579,29
6580,36
6581,36
6582,31
6583,31
6584,31
6585,27
6586,29
6587,27
6588,27
6589,29
6590,27
6591,27
6592,27
6593,27
6594,27
6595,32
6596,28
6597,32
6598,32
6599,31
6600,32
6601,31
6602,27
6603,31
6604,36
6605,34
6606,31
6607,29
6608,29
6609,29
6610,29
6611,29
6612,31
6613,29
6614,29
6615,27
6616,28
6617,29
6618,34
6619,32
6620,31
6621,32
6622,31
6623,29
6624,29
6625,30
6626,29
6627,31
6628,33
6629,27
6630,31
6631,31
6632,33
6633,31
6634,29
6635,31
6636,33
6637,33
6638,31
6639,33
6640,31
6641,29
6642,34
6643,25
6644,31
6645,34
6646,34
6647,28
6648,31
6649,33
6650,33
6651,31
6652,31
6653,31
6654,26
6655,33
6656,36
6657,0
6658,26
6659,36
6660,27
6661,29
6662,26
6663,33
6664,34
6665,36
6666,26
6667,24
6668,24
6669,27
6670,21
6671,27
6672,29
6673,24
6674,27
6675,27
6676,26
6677,24
6678,26
6679,29
6680,27
6681,29
6682,31
6683,31
6684,31
6685,27
6686,26
6687,27
6688,27
6689,26
6690,31
6691,27
6692,32
6693,27
6694,27
6695,29
6696,29
6697,31
6698,29
6699,26
6700,26
6701,27
6702,26
6703,27
6704,27
6705,26
6706,24
6707,26
6708,31
6709,27
6710,24
6711,29
6712,26
6713,31
6714,26
6715,24
6716,31
6717,21
6718,24
6719,31
6720,28
6721,31
6722,33
6723,31
6724,36
6725,26
6726,29
6727,31
6728,31
6729,29
6730,31
6731,22
6732,29
6733,26
6734,24
6735,31
6736,27
6737,20
6738,29
6739,26
6740,29
6741,31
6742,31
6743,29
6744,33
6745,32
6746,24
6747,27
6748,27
6749,26
6750,26
6751,26
6752,31
6753,29
6754,29
6755,29
6756,27
6757,20
6758,26
6759,25
6760,27
6761,31
6762,29
6763,29
6764,31
6765,29
6766,28
6767,29
6768,24
6769,31
6770,31
6771,29
6772,29
6773,28
6774,31
6775,26
6776,32
6777,31
6778,24
6779,32
6780,27
6781,24
6782,31
6783,29
6784,31
6785,32
6786,31
6787,29
6788,24
6789,24
6790,32
6791,26
6792,24
6793,28
6794,33
6795,29
6796,31
6797,32
6798,29
6799,32
6800,29
6801,32
6802,34
6803,31
6804,31
6805,29
6806,36
6807,33
6808,31
6809,32
6810,26
6811,31
6812,35
6813,31
6814,33
6815,33
6816,24
6817,26
6818,24
6819,26
6820,26
6821,27
6822,32
6823,32
6824,27
6825,31
6826,41
6827,36
6828,31
6829,36
6830,38
6831,31
6832,36
6833,34
6834,31
6835,34
6836,31
6837,29
6838,32
6839,31
6840,31
6841,34
6842,33
6843,33
6844,36
6845,29
6846,25
6847,24
6848,24
6849,27
6850,24
6851,27
6852,27
6853,25
6854,29
6855,31
6856,36
6857,27
6858,29
6859,29
6860,35
6861,33
6862,33
6863,34
6864,31
6865,36
6866,26
6867,33
6868,34
6869,36
6870,27
6871,32
6872,31
6873,34
6874,31
6875,29
6876,33
6877,36
6878,32
6879,32
6880,29
6881,29
6882,40
6883,33
6884,38
6885,31
6886,32
6887,31
6888,31
6889,31
6890,34
6891,34
6892,36
6893,31
6894,32
6895,21
6896,31
6897,34
6898,34
6899,31
6900,32
6901,33
6902,33
6903,31
6904,36
6905,27
6906,31
6907,29
6908,27
6909,27
6910,29
6911,24
6912,29
6913,29
6914,26
6915,29
6916,31
6917,33
6918,31
6919,31
6920,31
6921,33
6922,37
6923,33
6924,34
6925,33
6926,33
6927,31
6928,31
6929,34
6930,34
6931,29
6932,26
6933,29
6934,31
6935,31
6936,36
6937,36
6938,29
6939,31
6940,26
6941,27
6942,24
6943,24
6944,29
6945,27
6946,29
6947,27
6948,27
6949,22
6950,24
6951,27
6952,27
6953,24
6954,29
6955,24
6956,28
6957,26
6958,24
6959,27
6960,24
6961,27
6962,24
6963,29
6964,22
6965,22
6966,26
6967,29
6968,29
6969,27
6970,29
6971,26
6972,26
6973,27
6974,26
6975,24
6976,29
6977,29
6978,24
6979,27
6980,24
6981,27
6982,29
6983,29
6984,27
6985,31
6986,29
6987,24
6988,26
6989,29
6990,31
6991,29
6992,27
6993,27
6994,31
6995,27
6996,31
6997,29
6998,26
6999,27
7000,26
7001,26
7002,29
7003,29
7004,27
7005,24
7006,24
7007,27
7008,26
7009,27
7010,31
7011,29
7012,29
7013,28
7014,29
7015,26
7016,29
7017,32
7018,26
7019,31
7020,28
7021,26
7022,29
7023,26
7024,24
7025,22
7026,24
7027,24
7028,26
7029,28
7030,26
7031,26
7032,26
7033,29
7034,26
7035,31
7036,31
7037,36
7038,31
7039,33
7040,31
7041,26
7042,27
7043,31
7044,32
7045,29
7046,33
7047,38
7048,34
7049,36
7050,36
7051,36
7052,39
7053,34
7054,36
7055,34
7056,36
7057,36
7058,36
7059,38
7060,34
7061,36
7062,36
7063,36
7064,39
7065,34
7066,36
7067,34
7068,36
7069,36
7070,36
7071,32
7072,32
7073,29
7074,39
7075,39
7076,39
7077,33
7078,33
7079,33
7080,41
7081,41
7082,29
7083,31
7084,31
7085,29
7086,34
7087,34
7088,34
7089,36
7090,36
7091,36
7092,31
7093,31
7094,26
7095,36
7096,36
7097,36
7098,36
7099,36
7100,36
7101,33
7102,34
7103,34
7104,36
7105,36
7106,36
7107,38
7108,36
7109,36
7110,36
7111,39
7112,31
7113,34
7114,36
7115,38
7116,36
7117,36
7118,37
7119,36
7120,38
7121,36
7122,36
7123,39
7124,31
7125,34
7126,36
7127,38
7128,36
7129,29
7130,37
7131,36
7132,32
7133,32
7134,39
7135,39
7136,34
7137,34
7138,34
7139,34
7140,34
7141,31
7142,31
7143,41
7144,41
7145,36
7146,36
7147,41
7148,41
7149,38
7150,38
7151,36
7152,36
7153,41
7154,41
7155,34
7156,34
7157,39
7158,39
7159,34
7160,34
7161,33
7162,33
7163,37
7164,37
7165,38
7166,38
7167,38
7168,41
7169,41
7170,29
7171,29
7172,29
7173,26
7174,31
7175,29
7176,29
7177,27
7178,31
7179,31
7180,32
7181,32
7182,32
7183,31
7184,33
7185,29
7186,31
7187,26
7188,29
7189,28
7190,31
7191,31
7192,28
7193,26
7194,29
7195,28
7196,29
7197,29
7198,26
7199,28
7200,29
7201,29
7202,29
7203,31
7204,29
7205,29
7206,28
7207,32
7208,29
7209,26
7210,26
7211,27
7212,29
7213,27
7214,27
7215,24
7216,26
7217,31
7218,28
7219,35
7220,36
7221,38
7222,41
7223,32
7224,32
7225,36
7226,38
7227,33
7228,40
7229,36
7230,36
7231,36
7232,29
7233,36
7234,34
7235,36
7236,33
7237,34
7238,31
7239,39
7240,36
7241,40
7242,38
7243,39
7244,29
7245,38
7246,40
7247,39
7248,36
7249,36
7250,40
7251,31
7252,39
7253,43
7254,41
7255,36
7256,29
7257,31
7258,36
7259,31
7260,36
7261,31
7262,27
7263,33
7264,34
7265,39
7266,33
7267,39
7268,34
7269,36
7270,35
7271,36
7272,39
7273,36
7274,39
7275,34
7276,27
7277,31
7278,31
7279,33
7280,38
7281,32
7282,39
7283,36
7284,29
7285,29
7286,36
7287,39
7288,33
7289,38
7290,38
7291,29
7292,31
7293,31
7294,31
7295,29
7296,36
7297,34
7298,34
7299,34
7300,31
7301,32
7302,33
7303,31
7304,31
7305,31
7306,33
7307,29
7308,31
7309,31
7310,29
7311,31
7312,31
7313,39
7314,36
7315,31
7316,31
7317,29
7318,31
7319,36
7320,31
7321,33
7322,36
7323,29
7324,31
7325,36
7326,31
7327,33
7328,36
7329,31
7330,31
7331,33
7332,31
7333,34
7334,33
7335,31
7336,31
7337,36
7338,34
7339,31
7340,33
7341,36
7342,32
7343,31
7344,31
7345,29
7346,26
7347,31
7348,31
7349,31
7350,31
7351,39
7352,31
7353,31
7354,29
7355,33
7356,33
7357,38
7358,35
7359,29
7360,31
7361,31
7362,33
7363,31
7364,33
7365,36
7366,26
7367,33
7368,31
7369,31
7370,31
7371,31
7372,29
7373,31
7374,37
7375,36
7376,33
7377,31
7378,31
7379,31
7380,31
7381,33
7382,36
7383,33
7384,29
7385,34
7386,34
7387,31
7388,33
7389,33
7390,34
7391,26
7392,38
7393,28
7394,33
7395,29
7396,32
7397,32
7398,31
7399,31
7400,31
7401,38
7402,36
7403,31
7404,21
7405,33
7406,33
7407,36
7408,29
7409,33
7410,39
7411,33
7412,31
7413,34
7414,31
7415,29
7416,31
7417,32
7418,34
7419,26
7420,27
7421,29
7422,40
7423,31
7424,29
7425,36
7426,33
7427,31
7428,36
7429,33
7430,28
7431,19
7432,24
7433,24
7434,24
7435,26
7436,26
7437,26
7438,28
7439,28
7440,26
7441,26
7442,28
7443,28
7444,29
7445,24
7446,24
7447,26
7448,31
7449,31
7450,26
7451,28
7452,26
7453,33
7454,35
7455,34
7456,33
7457,31
7458,29
7459,36
7460,36
7461,31
7462,29
7463,31
7464,33
7465,32
7466,24
7467,31
7468,31
7469,19
7470,24
7471,20
7472,14
7473,27
7474,27
7475,27
7476,29
7477,24
7478,29
7479,26
7480,31
7481,27
7482,29
7483,26
7484,27
7485,25
7486,26
7487,29
7488,27
7489,13
7490,24
7491,29
7492,26
7493,27
7494,29
7495,31
7496,19
7497,31
7498,29
7499,21
7500,27
7501,27
7502,26
7503,31
7504,29
7505,26
7506,26
7507,27
7508,26
7509,29
7510,31
7511,22
7512,27
7513,29
7514,29
7515,29
7516,25
7517,31
7518,27
7519,29
7520,24
7521,27
7522,29
7523,29
7524,29
7525,29
7526,26
7527,31
7528,29
7529,29
7530,29
7531,29
7532,29
7533,29
7534,29
7535,28
7536,31
7537,33
7538,31
7539,31
7540,31
7541,29
7542,31
7543,29
7544,31
7545,31
7546,31
7547,29
7548,31
7549,33
7550,33
7551,31
7552,31
7553,31
7554,31
7555,32
7556,31
7557,32
7558,28
7559,27
7560,31
7561,31
7562,31
7563,31
7564,29
7565,31
7566,31
7567,29
7568,31
7569,29
7570,32
7571,34
7572,31
7573,31
7574,31
7575,31
7576,29
7577,31
7578,31
7579,31
7580,33
7581,33
7582,27
7583,34
7584,31
7585,33
7586,31
7587,31
7588,31
7589,31
7590,37
7591,36
7592,39
7593,38
7594,38
7595,34
7596,40
7597,39
7598,36
7599,33
7600,38
7601,37
7602,31
7603,33
7604,29
7605,34
7606,38
7607,39
7608,40
7609,33
7610,28
7611,29
7612,33
7613,34
7614,33
7615,33
7616,26
7617,33
7618,36
7619,41
7620,34
7621,31
7622,31
7623,36
7624,36
7625,31
7626,34
7627,34
7628,37
7629,31
7630,33
7631,36
7632,31
7633,33
7634,36
7635,31
7636,33
7637,33
7638,31
7639,33
7640,34
7641,32
7642,36
7643,32
7644,31
7645,27
7646,33
7647,31
7648,31
7649,34
7650,31
7651,24
7652,31
7653,29
7654,33
7655,31
7656,29
7657,28
7658,31
7659,29
7660,31
7661,28
7662,28
7663,33
7664,31
7665,33
7666,33
7667,36
7668,33
7669,31
7670,31
7671,28
7672,31
7673,27
7674,27
7675,32
7676,31
7677,31
7678,26
7679,38
7680,39
7681,29
7682,21
7683,36
7684,36
7685,33
7686,36
7687,38
7688,33
7689,36
7690,36
7691,31
7692,31
7693,34
7694,34
7695,31
7696,33
7697,34
7698,31
7699,32
7700,31
7701,33
7702,31
7703,31
7704,36
7705,29
7706,33
7707,31
7708,38
7709,34
7710,31
7711,33
7712,31
7713,32
7714,29
7715,27
7716,31
7717,33
7718,29
7719,34
7720,32
7721,36
7722,28
7723,29
7724,38
7725,29
7726,31
7727,33
7728,28
7729,33
7730,33
7731,33
7732,31
7733,29
7734,29
7735,33
7736,31
7737,35
7738,29
7739,31
7740,29
7741,29
7742,29
7743,28
7744,31
7745,31
7746,33
7747,29
7748,29
7749,41
7750,36
7751,36
7752,36
7753,29
7754,36
7755,34
7756,19
7757,34
7758,36
7759,34
7760,36
7761,36
7762,31
7763,41
7764,37
7765,38
7766,31
7767,36
7768,33
7769,33
7770,37
7771,36
7772,36
7773,38
7774,31
7775,31
7776,36
7777,41
7778,33
7779,39
7780,43
7781,38
7782,36
7783,36
7784,39
7785,39
7786,36
7787,32
7788,41
7789,37
7790,36
7791,36
7792,36
7793,31
7794,33
7795,38
7796,24
7797,36
7798,28
7799,37
7800,36
7801,41
7802,31
7803,37
7804,36
7805,31
7806,34
7807,31
7808,39
7809,38
7810,39
7811,29
7812,38
7813,39
7814,33
7815,34
7816,33
7817,39
7818,38
7819,40
7820,39
7821,39
7822,36
7823,41
7824,29
7825,39
7826,21
7827,36
7828,36
7829,36
7830,40
7831,32
7832,34
7833,33
7834,31
7835,36
7836,31
7837,33
7838,29
7839,39
7840,34
7841,36
7842,38
7843,36
7844,36
7845,35
7846,41
7847,38
7848,39
7849,38
7850,38
7851,40
7852,39
7853,39
7854,39
7855,39
7856,40
7857,36
7858,39
7859,39
7860,39
7861,39
7862,37
7863,38
7864,34
7865,31
7866,34
7867,40
7868,29
7869,34
7870,39
7871,39
7872,41
7873,31
7874,41
7875,36
7876,38
7877,21
7878,32
7879,39
7880,31
7881,33
7882,41
7883,39
7884,31
7885,33
7886,38
7887,34
7888,31
7889,39
7890,36
7891,24
7892,31
7893,36
7894,38
7895,34
7896,32
7897,38
7898,36
7899,36
7900,34
7901,34
7902,36
7903,36
7904,39
7905,33
7906,31
7907,33
7908,39
7909,27
7910,0
7911,33
7912,29
7913,31
7914,31
7915,31
7916,36
7917,36
7918,29
7919,36
7920,28
7921,33
7922,31
7923,33
7924,29
7925,31
7926,31
7927,29
7928,30
7929,38
7930,29
7931,31
7932,31
7933,31
7934,34
7935,33
7936,33
7937,33
7938,33
7939,33
7940,33
7941,33
7942,31
7943,31
7944,31
7945,33
7946,31
7947,33
7948,35
7949,31
7950,27
7951,31
7952,31
7953,26
7954,33
7955,29
7956,31
7957,29
7958,36
7959,34
7960,36
7961,33
7962,29
7963,33
7964,33
7965,29
7966,26
7967,29
7968,31
7969,36
7970,34
7971,36
7972,39
7973,33
7974,31
7975,36
7976,24
7977,39
7978,31
7979,33
7980,29
7981,29
7982,36
7983,36
7984,31
7985,31
7986,31
7987,33
7988,31
7989,31
7990,34
7991,31
7992,29
7993,31
7994,31
7995,29
7996,31
7997,29
7998,36
7999,22
8000,29
8001,31
8002,31
8003,8
8004,29
8005,33
8006,24
8007,31
8008,20
8009,31
8010,24
8011,31
8012,33
8013,33
8014,31
8015,31
8016,33
8017,29
8018,22
8019,36
8020,31
8021,31
8022,36
8023,24
8024,31
8025,29
8026,17
8027,32
8028,33
8029,31
8030,31
8031,31
8032,31
8033,33
8034,37
8035,29
8036,31
8037,29
8038,31
8039,33
8040,29
8041,31
8042,31
8043,36
8044,39
8045,31
8046,31
8047,36
8048,36
8049,31
8050,34
8051,32
8052,32
8053,31
8054,33
8055,35
8056,33
8057,36
8058,36
8059,36
8060,31
8061,29
8062,31
8063,34
8064,33
8065,31
8066,29
8067,31
8068,33
8069,33
8070,36
8071,31
8072,33
8073,32
8074,31
8075,36
8076,31
8077,34
8078,36
8079,33
8080,26
8081,34
8082,33
8083,29
8084,34
8085,33
8086,33
8087,31
8088,33
8089,33
8090,31
8091,33
8092,33
8093,33
8094,31
8095,33
8096,29
8097,36
8098,39
8099,32
8100,31
8101,31
8102,34
8103,33
8104,31
8105,31
8106,31
8107,31
8108,31
8109,31
8110,31
8111,33
8112,31
8113,33
8114,32
8115,33
8116,31
8117,36
8118,33
8119,26
8120,31
8121,36
8122,31
8123,27
8124,33
8125,33
8126,33
8127,33
8128,33
8129,31
8130,36
8131,33
8132,33
8133,26
8134,33
8135,36
8136,31
8137,33
8138,32
8139,31
8140,39
8141,36
8142,31
8143,41
8144,39
8145,33
8146,33
8147,36
8148,31
8149,31
8150,33
8151,36
8152,36
8153,29
8154,33
8155,32
8156,36
8157,34
8158,33
8159,33
8160,31
8161,31
8162,33
8163,39
8164,33
8165,29
8166,31
8167,29
8168,31
8169,31
8170,39
8171,31
8172,31
8173,32
8174,29
8175,31
8176,35
8177,34
8178,31
8179,33
8180,26
8181,31
8182,33
8183,36
8184,31
8185,32
8186,31
8187,31
8188,38
8189,31
8190,34
8191,29
8192,31
8193,31
8194,34
8195,32
8196,31
8197,33
8198,33
8199,35
8200,31
8201,33
8202,31
8203,33
8204,31
8205,31
8206,36
8207,31
8208,29
8209,31
8210,33
8211,31
8212,31
8213,31
8214,31
8215,31
8216,31
8217,31
8218,31
8219,31
8220,31
8221,34
8222,36
8223,33
8224,39
8225,32
8226,31
8227,39
8228,36
8229,39
8230,31
8231,33
8232,31
8233,36
8234,31
8235,33
8236,36
8237,31
8238,31
8239,36
8240,31
8241,32
8242,31
8243,34
8244,37
8245,33
8246,34
8247,36
8248,38
8249,33
8250,31
8251,33
8252,33
8253,33
8254,31
8255,33
8256,31
8257,33
8258,31
8259,31
8260,36
8261,29
8262,31
8263,33
8264,31
8265,31
8266,29
8267,32
8268,33
8269,39
8270,39
8271,36
8272,33
8273,36
8274,31
8275,31
8276,38
8277,41
8278,36
8279,27
8280,36
8281,36
8282,36
8283,34
8284,31
8285,36
8286,31
8287,38
8288,34
8289,38
8290,38
8291,31
8292,33
8293,32
8294,35
8295,31
8296,41
8297,32
8298,36
8299,36
8300,31
8301,40
8302,29
8303,31
8304,33
8305,39
8306,34
8307,36
8308,36
8309,31
8310,36
8311,33
8312,31
8313,29
8314,33
8315,31
8316,31
8317,31
8318,33
8319,34
8320,27
8321,33
8322,31
8323,31
8324,33
8325,31
8326,29
8327,33
8328,29
8329,33
8330,31
8331,19
8332,24
8333,31
8334,26
8335,29
8336,32
8337,36
8338,29
8339,31
8340,33
8341,36
8342,31
8343,33
8344,31
8345,29
8346,33
8347,31
8348,34
8349,33
8350,29
8351,29
8352,31
8353,35
8354,29
8355,31
8356,31
8357,29
8358,33
8359,33
8360,31
8361,33
8362,34
8363,31
8364,31
8365,33
8366,30
8367,31
8368,35
8369,33
8370,31
8371,36
8372,31
8373,36
8374,29
8375,36
8376,34
8377,29
8378,33
8379,31
8380,32
8381,31
8382,29
8383,38
8384,24
8385,36
8386,36
8387,33
8388,29
8389,31
8390,38
8391,31
8392,31
8393,31
8394,29
8395,31
8396,33
8397,33
8398,31
8399,34
8400,29
8401,31
8402,31
8403,26
8404,34
8405,31
8406,32
8407,31
8408,28
8409,31
8410,31
8411,27
8412,31
8413,31
8414,31
8415,33
8416,29
8417,33
8418,31
8419,33
8420,33
8421,33
8422,28
8423,36
8424,31
8425,33
8426,31
8427,31
8428,31
8429,28
8430,31
8431,35
8432,31
8433,36
8434,33
8435,33
8436,31
8437,35
8438,39
8439,33
8440,31
8441,33
8442,29
8443,33
8444,33
8445,36
8446,33
8447,36
8448,36
8449,34
8450,33
8451,32
8452,29
8453,38
8454,31
8455,29
8456,33
8457,38
8458,38
8459,38
8460,36
8461,36
8462,32
8463,29
8464,39
8465,29
8466,36
8467,34
8468,29
8469,34
8470,31
8471,31
8472,33
8473,33
8474,36
8475,36
8476,31
8477,33
8478,31
8479,36
8480,38
8481,31
8482,29
8483,31
8484,33
8485,31
8486,31
8487,34
8488,31
8489,31
8490,31
8491,31
8492,33
8493,33
8494,36
8495,31
8496,34
8497,31
8498,31
8499,36
8500,33
8501,31
8502,34
8503,34
8504,36
8505,31
8506,33
8507,31
8508,31
8509,31
8510,33
8511,36
8512,31
8513,31
8514,33
8515,33
8516,33
8517,31
8518,31
8519,34
8520,32
8521,34
8522,33
8523,39
8524,34
8525,36
8526,39
8527,27
8528,24
8529,34
8530,29
8531,12
8532,39
8533,36
8534,36
8535,31
8536,29
8537,31
8538,31
8539,31
8540,31
8541,32
8542,26
8543,29
8544,31
8545,29
8546,29
8547,31
8548,36
8549,36
8550,34
8551,36
8552,34
8553,36
8554,32
8555,28
8556,33
8557,27
8558,33
8559,31
8560,29
8561,29
8562,31
8563,32
8564,31
8565,29
8566,31
8567,31
8568,29
8569,31
8570,31
8571,31
8572,24
8573,28
8574,32
8575,31
8576,33
8577,31
