index,Range
2979,35
2980,36
2981,36
2982,21
2983,36
2984,34
2985,34
2986,24
2987,32
2988,32
2989,24
2990,48
2991,48
2992,36
2993,36
2994,43
2995,43
2996,52
2997,43
2998,16
2999,52
3000,43
3001,50
3002,41
3003,43
3004,50
3005,50
3006,44
3007,36
3008,36
3009,44
3010,19
3011,50
3012,50
3013,37
3014,38
3015,45
3016,45
3017,22
3018,37
3019,34
3020,34
3021,43
3022,38
3023,43
3024,16
3025,41
3026,33
3027,41
3028,41
3029,16
3030,39
3031,33
3032,43
3033,43
3034,52
3035,43
3036,48
3037,41
3038,34
3039,41
3040,43
3041,40
3042,43
3043,38
3044,32
3045,38
3046,46
3047,39
3048,46
3049,43
3050,33
3051,43
3052,19
3053,42
3054,38
3055,48
3056,48
3057,17
3058,43
3059,36
3060,43
3061,43
3062,45
3063,38
3064,45
3065,26
3066,45
3067,40
3068,45
3069,43
3070,43
3071,43
3072,36
3073,36
3074,36
3075,20
3076,48
3077,41
3078,48
3079,22
3080,39
3081,39
3082,39
3083,41
3084,36
3085,41
3086,36
3087,43
3088,50
3089,43
3090,50
3091,16
3092,43
3093,48
3094,41
3095,48
3096,45
3097,36
3098,15
3099,36
3100,36
3101,36
3102,31
3103,31
3104,32
3105,31
3106,31
3107,42
3108,43
3109,31
3110,45
3111,34
3112,45
3113,33
3114,45
3115,34
3116,45
3117,33
3118,45
3119,34
3120,43
3121,34
3122,27
3123,31
3124,14
3125,34
3126,27
3127,34
3128,34
3129,31
3130,33
3131,32
3132,36
3133,33
3134,34
3135,36
3136,26
3137,34
3138,26
3139,24
3140,31
3141,32
3142,29
3143,31
3144,31
3145,33
3146,31
3147,34
3148,29
3149,29
3150,28
3151,29
3152,31
3153,29
3154,29
3155,29
3156,29
3157,29
3158,36
3159,24
3160,31
3161,34
3162,34
3163,34
3164,29
3165,29
3166,33
3167,21
3168,31
3169,31
3170,36
3171,32
3172,27
3173,27
3174,27
3175,27
3177,29
3178,29
3179,31
3180,31
3181,22
3182,22
3183,26
3184,26
3185,28
3186,26
3187,34
3188,31
3189,33
3190,41
3191,29
3192,33
3193,29
3194,29
3195,24
3196,29
3197,33
3198,34
3199,25
3200,18
3201,36
3202,36
3203,34
3204,39
3205,39
3206,30
3207,30
3208,36
3209,36
3210,32
3211,32
3212,34
3213,34
3214,36
3215,36
3216,31
3217,24
3218,36
3219,30
3220,36
3221,33
3222,36
3223,33
3224,34
3225,32
3226,36
3227,41
3228,36
3229,44
3230,35
3231,32
3232,32
3233,36
3234,33
3235,40
3236,41
3237,37
3238,40
3239,41
3240,41
3241,41
3242,40
3243,37
3244,41
3245,38
3246,37
3247,36
3248,36
3249,34
3250,36
3251,34
3252,41
3253,36
3254,39
3255,40
3256,39
3257,40
3258,40
3259,38
3260,34
3261,40
3262,41
3263,42
3264,41
3265,37
3266,39
3267,39
3268,41
3269,31
3270,29
3271,29
3272,31
3273,29
3274,27
3275,27
3276,24
3277,29
3278,30
3279,24
3280,29
3281,24
3282,20
3283,29
3284,39
3285,36
3286,31
3287,31
3288,26
3289,36
3290,34
3291,34
3292,34
3293,36
3294,36
3295,47
3296,38
3297,38
3298,47
3299,33
3300,29
3301,33
3302,33
3303,34
3304,33
3305,36
3306,36
3307,34
3308,32
3309,31
3310,36
3311,36
3312,33
3313,31
3314,33
3315,39
3316,40
3317,38
3318,36
3319,31
3320,36
3321,40
3322,36
3323,37
3324,36
3325,36
3326,34
3327,36
3328,29
3329,33
3330,34
3331,31
3332,38
3333,36
3334,38
3335,36
3336,36
3337,37
3338,41
3339,41
3340,36
3341,32
3342,39
3343,34
3344,36
3345,36
3346,31
3347,36
3348,31
3349,39
3350,32
3351,41
3352,31
3353,21
3354,16
3355,36
3356,33
3357,31
3358,36
3359,39
3360,34
3361,24
3362,33
3363,36
3364,29
3365,30
3366,29
3367,31
3368,33
3369,32
3370,35
3371,29
3372,32
3373,33
3374,32
3375,31
3376,31
3377,29
3378,34
3379,31
3380,34
3381,29
3382,33
3383,31
3384,31
3385,33
3386,29
3387,31
3388,33
3389,34
3390,33
3391,34
3392,33
3393,33
3394,29
3395,32
3396,36
3397,32
3398,32
3399,31
3400,34
3401,32
3402,34
3403,33
3404,34
3405,31
3406,33
3407,31
3408,31
3409,32
3410,32
3411,31
3412,31
3413,33
3414,33
3415,33
3416,31
3417,28
3418,31
3419,29
3420,33
3421,32
3422,34
3423,33
3424,31
3425,35
3426,34
3427,31
3428,24
3429,33
3430,29
3431,36
3432,35
3433,31
3434,33
3435,33
3436,31
3437,33
3438,31
3439,32
3440,31
3441,33
3442,31
3443,33
3444,31
3445,31
3446,32
3447,32
3448,32
3449,32
3450,33
3451,33
3452,33
3453,31
3454,31
3455,32
3456,34
3457,31
3458,34
3459,34
3460,36
3461,28
3462,32
3463,29
3464,31
3465,33
3466,29
3467,31
3468,31
3469,33
3470,35
3471,33
3472,34
3473,34
3474,34
3475,31
3476,31
3477,32
3478,32
3479,32
3480,33
3481,31
3482,38
3483,34
3484,31
3485,33
3486,33
3487,33
3488,33
3489,36
3490,33
3491,31
3492,36
3493,34
3494,34
3495,34
3496,33
3497,39
3498,34
3499,31
3500,33
3501,33
3502,31
3503,38
3504,33
3505,33
3506,24
3507,33
3508,35
3509,33
3510,33
3511,35
3512,33
3513,36
3514,33
3515,31
3516,33
3517,33
3518,36
3519,36
3520,36
3521,36
3522,34
3523,36
3524,33
3525,33
3526,33
3527,36
3528,33
3529,32
3530,31
3531,31
3532,33
3533,33
3534,33
3535,34
3536,31
3537,35
3538,29
3539,33
3540,33
3541,33
3542,32
3543,31
3544,33
3545,34
3546,36
3547,35
3548,31
3549,33
3550,33
3551,33
3552,33
3553,33
3554,33
3555,31
3556,35
3557,36
3558,31
3559,33
3560,33
3561,31
3562,35
3563,31
3564,28
3565,36
3566,31
3567,33
3568,31
3569,32
3570,31
3571,31
3572,31
3573,31
3574,33
3575,31
3576,33
3577,33
3578,38
3579,31
3580,34
3581,31
3582,36
3583,34
3584,33
3585,33
3586,33
3587,36
3588,31
3589,38
3590,36
3591,33
3592,33
3593,32
3594,35
3595,35
3596,33
3597,34
3598,30
3599,39
3600,31
3601,31
3602,25
3603,31
3604,29
3605,31
3606,28
3607,27
3608,27
3609,32
3610,24
3611,27
3612,29
3613,31
3614,17
3615,29
3616,24
3617,31
3618,28
3619,29
3620,29
3621,24
3622,24
3623,27
3624,27
3625,26
3626,22
3627,26
3628,19
3629,27
3630,29
3631,29
3632,31
3633,24
3634,27
3635,29
3636,24
3637,24
3638,27
3639,29
3640,24
3641,22
3642,29
3643,24
3644,22
3645,22
3646,22
3647,24
3648,29
3649,24
3650,0
3651,14
3652,16
3653,33
3654,34
3655,31
3656,33
3657,33
3658,26
3659,29
3660,33
3661,34
3662,33
3663,31
3664,32
3665,28
3666,31
3667,33
3668,31
3669,29
3670,29
3671,36
3672,28
3673,36
3674,41
3675,33
3676,38
3677,29
3678,27
3679,31
3680,36
3681,31
3682,29
3683,32
3684,31
3685,31
3686,29
3687,31
3688,31
3689,32
3690,31
3691,32
3692,29
3693,31
3694,29
3695,29
3696,31
3697,27
3698,29
3699,31
3700,27
3701,29
3702,27
3703,27
3704,29
3705,29
3706,29
3707,26
3708,27
3709,29
3710,29
3711,31
3712,31
3713,36
3714,31
3715,32
3716,31
3717,31
3718,29
3719,32
3720,32
3721,29
3722,31
3723,29
3724,31
3725,34
3726,31
3727,29
3728,29
3729,31
3730,33
3731,34
3732,31
3733,31
3734,28
3735,28
3736,26
3737,29
3738,34
3739,33
3740,33
3741,34
3742,32
3743,33
3744,34
3745,31
3746,33
3747,34
3748,38
3749,34
3750,35
3751,29
3752,33
3753,33
3754,32
3755,36
3756,34
3757,33
3758,29
3759,31
3760,34
3761,33
3762,34
3763,33
3764,31
3765,31
3766,31
3767,33
3768,31
3769,34
3770,31
3771,29
3772,29
3773,29
3774,31
3775,29
3776,26
3777,31
3778,29
3779,36
3780,33
3781,31
3782,34
3783,33
3784,31
3785,31
3786,31
3787,31
3788,31
3789,29
3790,29
3791,27
3792,20
3793,27
3794,29
3795,31
3796,31
3797,31
3798,31
3799,31
3800,34
3801,34
3802,34
3803,34
3804,34
3805,29
3806,29
3807,29
3808,29
3809,29
3810,33
3811,33
3812,33
3813,33
3814,33
3815,31
3816,31
3817,31
3818,31
3819,31
3820,31
3821,31
3822,31
3823,31
3824,31
3825,31
3826,31
3827,31
3828,31
3829,31
3830,33
3831,33
3832,33
3833,31
3834,33
3835,31
3836,31
3837,31
3838,31
3839,31
3840,33
3841,33
3842,33
3843,33
3844,33
3845,33
3846,33
3847,33
3848,33
3849,33
3850,34
3851,34
3852,34
3853,34
3854,34
3855,33
3856,33
3857,33
3858,33
3859,33
3860,33
3861,33
3862,33
3863,33
3864,33
3865,33
3866,31
3867,31
3868,33
3869,31
3870,34
3871,31
3872,31
3873,34
3874,31
3875,33
3876,33
3877,33
3878,33
3879,33
3880,35
3881,34
3882,34
3883,34
3884,34
3885,34
3886,34
3887,34
3888,34
3889,35
3890,33
3891,33
3892,33
3893,33
3894,33
3895,35
3896,35
3897,35
3898,35
3899,35
3900,34
3901,31
3902,30
3903,32
3904,31
3905,31
3906,31
3907,29
3908,29
3909,31
3910,33
3911,33
3912,33
3913,33
3914,33
3915,33
3916,33
3917,29
3918,36
3919,36
3920,33
3921,33
3922,33
3923,27
3924,34
3925,34
3926,34
3927,27
3928,31
3929,26
3930,39
3931,34
3932,31
3933,29
3934,33
3935,38
3936,26
3937,26
3938,24
3939,38
3940,31
3941,26
3942,30
3943,28
3944,26
3945,38
3946,38
3947,33
3948,33
3949,31
3950,28
3951,29
3952,40
3953,40
3954,24
3955,24
3956,24
3957,24
3958,24
3959,24
3960,24
3961,24
3962,26
3963,26
3964,26
3965,26
3966,26
3967,26
3968,26
3969,26
3970,24
3971,24
3972,24
3973,24
3974,24
3975,24
3976,24
3977,24
3978,26
3979,26
3980,26
3981,26
3982,24
3983,24
3984,24
3985,24
3986,24
3987,24
3988,24
3989,24
3990,24
3991,24
3992,24
3993,24
3994,24
3995,24
3996,24
3997,24
3998,24
3999,24
4000,24
4001,24
4002,24
4003,31
4004,31
4005,33
4006,28
4007,33
4008,31
4009,29
4010,31
4011,31
4012,31
4013,31
4014,31
4015,33
4016,33
4017,33
4018,33
4019,29
4020,29
4021,29
4022,29
4023,27
4024,29
4025,29
4026,29
4027,27
4028,27
4029,27
4030,24
4031,26
4032,29
4033,27
4034,27
4035,29
4036,26
4037,25
4038,29
4039,29
4040,29
4041,29
4042,27
4043,29
4044,29
4045,29
4046,31
4047,29
4048,22
4049,27
4050,27
4051,27
4052,24
4053,27
4054,27
4055,27
4056,27
4057,22
4058,26
4059,24
4060,29
4061,26
4062,26
4063,27
4064,26
4065,27
4066,29
4067,27
4068,24
4069,29
4070,27
4071,25
4072,24
4073,26
4074,24
4075,25
4076,27
4077,27
4078,29
4079,24
4080,29
4081,24
4082,25
4083,24
4084,24
4085,27
4086,27
4087,26
4088,25
4089,24
4090,24
4091,24
4092,29
4093,34
4094,32
4095,32
4096,30
4097,28
4098,29
4099,29
4100,31
4101,24
4102,27
4103,29
4104,26
4105,28
4106,19
4107,26
4108,28
4109,29
4110,20
4111,27
4112,26
4113,26
4114,31
4115,31
4116,26
4117,19
4118,28
4119,29
4120,22
4121,29
4122,26
4123,21
4124,26
4125,31
4126,24
4127,29
4128,26
4129,21
4130,26
4131,26
4132,24
4133,26
4134,28
4135,19
4136,28
4137,27
4138,20
4139,27
4140,27
4141,21
4142,27
4143,27
4144,17
4145,26
4146,26
4147,19
4148,26
4149,29
4150,24
4151,34
4152,34
4153,26
4154,24
4155,31
4156,31
4157,29
4158,34
4159,24
4160,29
4161,27
4162,22
4163,27
4164,27
4165,19
4166,27
4167,26
4168,21
4169,26
4170,31
4171,22
4172,31
4173,30
4174,24
4175,33
4176,29
4177,22
4178,29
4179,26
4180,21
4181,26
4182,34
4183,34
4184,28
4185,24
4186,31
4187,26
4188,27
4189,27
4190,27
4191,24
4192,27
4193,24
4194,27
4195,26
4196,27
4197,29
4198,27
4199,12
4200,29
4201,29
4202,31
4203,33
4204,33
4205,29
4206,25
4207,29
4208,9
4209,33
4210,29
4211,27
4212,26
4213,19
4214,36
4215,26
4216,22
4217,27
4218,26
4219,29
4220,29
4221,27
4222,24
4223,27
4224,26
4225,36
4226,31
4227,32
4228,24
4229,27
4230,28
4231,27
4232,22
4233,29
4234,29
4235,33
4236,27
4237,22
4238,26
4239,26
4240,29
4241,29
4242,27
4243,29
4244,27
4245,29
4246,29
4247,27
4248,24
4249,29
4250,29
4251,27
4252,26
4253,29
4254,31
4255,27
4256,33
4257,29
4258,34
4259,28
4260,36
4261,36
4262,29
4263,27
4264,24
4265,29
4266,36
4267,34
4268,36
4269,31
4270,27
4271,32
4272,36
4273,34
4274,31
4275,32
4276,34
4277,24
4278,34
4279,26
4280,27
4281,31
4282,29
4283,29
4284,34
4285,29
4286,27
4287,24
4288,31
4289,31
4290,26
4291,32
4292,29
4293,26
4294,32
4295,32
4296,34
4297,29
4298,29
4299,31
4300,33
4301,34
4302,32
4303,34
4304,37
4305,36
4306,32
4307,34
4308,33
4309,31
4310,23
4311,24
4312,24
4313,26
4314,24
4315,26
4316,27
4317,27
4318,26
4319,29
4320,31
4321,27
4322,27
4323,27
4324,29
4325,29
4326,29
4327,29
4328,31
4329,26
4330,31
4331,31
4332,32
4333,34
4334,31
4335,32
4336,32
4337,29
4338,32
4339,24
4340,27
4341,27
4342,34
4343,29
4344,32
4345,32
4346,29
4347,31
4348,31
4349,28
4350,27
4351,26
4352,26
4353,27
4354,26
4355,24
4356,32
4357,36
4358,34
4359,41
4360,37
4361,28
4362,34
4363,34
4364,24
4365,32
4366,27
4367,31
4368,32
4369,32
4370,32
4371,28
4372,35
4373,22
4374,22
4375,26
4376,31
4377,32
4378,31
4379,32
4380,29
4381,29
4382,29
4383,29
4384,34
4385,36
4386,29
4387,29
4388,26
4389,31
4390,29
4391,34
4392,26
4393,27
4394,29
4395,27
4396,29
4397,26
4398,31
4399,32
4400,29
4401,36
4402,28
4403,34
4404,29
4405,36
4406,32
4407,31
4408,34
4409,29
4410,32
4411,26
4412,24
4413,29
4414,36
4415,31
4416,29
4417,31
4418,33
4419,29
4420,29
4421,26
4422,31
4423,32
4424,52
4425,36
4426,38
4427,43
4428,40
4429,36
4430,41
4431,35
4432,43
4433,41
4434,43
4435,41
4436,33
4437,41
4438,45
4439,41
4440,39
4441,34
4442,36
4443,34
4444,34
4445,39
4446,34
4447,39
4448,41
4449,41
4450,39
4451,39
4452,37
4453,41
4454,39
4455,38
4456,39
4457,39
4458,36
4459,38
4460,39
4461,37
4462,38
4463,39
4464,42
4465,36
4466,38
4467,41
4468,39
4469,39
4470,39
4471,39
4472,41
4473,39
4474,39
4475,39
4476,39
4477,41
4478,43
4479,43
4480,43
4481,34
4482,41
4483,43
4484,38
4485,39
4486,34
4487,36
4488,36
4489,36
4490,36
4491,36
4492,22
4493,41
4494,48
4495,55
4496,55
4497,26
4498,40
4499,45
4500,52
4501,52
4502,22
4503,38
4504,48
4505,53
4506,53
4507,26
4508,40
4509,50
4510,57
4511,57
4512,29
4513,26
4514,48
4515,48
4516,48
4517,51
4518,39
4519,31
4520,51
4521,55
4522,55
4523,26
4524,37
4525,27
4526,46
4527,49
4528,49
4529,27
4530,38
4531,29
4532,46
4533,51
4534,51
4535,42
4536,26
4537,33
4538,36
4539,29
4540,31
4541,36
4542,33
4543,31
4544,27
4545,33
4546,31
4547,31
4548,31
4549,32
4550,30
4551,29
4552,32
4553,31
4554,33
4555,31
4556,27
4557,34
4558,31
4559,27
4560,34
4561,31
4562,24
4563,31
4564,31
4565,31
4566,27
4567,31
4568,34
4569,34
4570,36
4571,36
4572,36
4573,39
4574,33
4575,37
4576,38
4577,38
4578,36
4579,38
4580,31
4581,36
4582,36
4583,37
4584,36
4585,24
4586,24
4587,24
4588,36
4589,38
4590,40
4591,39
4592,36
4593,39
4594,38
4595,38
4596,40
4597,36
4598,38
4599,40
4600,39
4601,36
4602,36
4603,34
4604,36
4605,39
4606,39
4607,39
4608,39
4609,39
4610,39
4611,39
4612,36
4613,39
4614,39
4615,34
4616,36
4617,36
4618,34
4619,39
4620,36
4621,37
4622,36
4623,39
4624,29
4625,29
4626,29
4627,29
4628,24
4629,24
4630,29
4631,29
4632,33
4633,27
4634,29
4635,29
4636,29
4637,27
4638,29
4639,29
4640,31
4641,29
4642,29
4643,27
4644,27
4645,31
4646,31
4647,29
4648,31
4649,31
4650,28
4651,28
4652,29
4653,29
4654,27
4655,31
4656,31
4657,31
4658,34
4659,34
4660,29
4661,29
4662,31
4663,31
4664,17
4665,22
4666,19
4667,17
4668,29
4669,26
4670,31
4671,31
4672,29
4673,26
4674,31
4675,29
4676,26
4677,31
4678,31
4679,43
4680,31
4681,31
4682,31
4683,33
4684,36
4685,31
4686,36
4687,31
4688,33
4689,29
4690,36
4691,36
4692,34
4693,35
4694,32
4695,36
4696,36
4697,34
4698,34
4699,36
4700,33
4701,33
4702,34
4703,31
4704,31
4705,31
4706,31
4707,31
4708,33
4709,36
4710,33
4711,32
4712,36
4713,36
4714,33
4715,33
4716,36
4717,34
4718,36
4719,36
4720,34
4721,29
4722,31
4723,34
4724,34
4725,36
4726,34
4727,28
4728,36
4729,31
4730,34
4731,31
4732,32
4733,31
4734,32
4735,34
4736,31
4737,31
4738,29
4739,39
4740,39
4741,41
4742,38
4743,38
4744,41
4745,41
4746,39
4747,38
4748,39
4749,38
4750,36
4751,41
4752,33
4753,41
4754,41
4755,41
4756,39
4757,40
4758,37
4759,31
4760,41
4761,41
4762,36
4763,41
4764,41
4765,41
4766,41
4767,39
4768,41
4769,41
4770,43
4771,41
4772,45
4773,37
4774,41
4775,34
4776,39
4777,39
4778,35
4779,41
4780,33
4781,38
4782,41
4783,41
4784,36
4785,36
4786,36
4787,33
4788,41
4789,41
4790,38
4791,36
4792,39
4793,40
4794,41
4795,39
4796,33
4797,38
4798,33
4799,36
4800,41
4801,36
4802,40
4803,38
4804,36
4805,41
4806,39
4807,39
4808,36
4809,37
4810,38
4811,41
4812,41
4813,39
4814,33
4815,39
4816,39
4817,38
4818,39
4819,39
4820,34
4821,41
4822,41
4823,36
4824,43
4825,39
4826,39
4827,36
4828,36
4829,31
4830,33
4831,35
4832,35
4833,41
4834,31
4835,33
4836,39
4837,38
4838,43
4839,41
4840,38
4841,41
4842,39
4843,39
4844,39
4845,39
4846,43
4847,41
4848,34
4849,39
4850,36
4851,41
4852,41
4853,39
4854,44
4855,39
4856,34
4857,36
4858,40
4859,39
4860,41
4861,43
4862,41
4863,38
4864,39
4865,39
4866,38
4867,33
4868,38
4869,36
4870,34
4871,36
4872,37
4873,36
4874,36
4875,41
4876,36
4877,33
4878,39
4879,41
4880,43
4881,36
4882,41
4883,38
4884,39
4885,40
4886,39
4887,38
4888,38
4889,40
4890,31
4891,32
4892,31
4893,31
4894,31
4895,28
4896,36
4897,29
4898,29
4899,32
4900,31
4901,32
4902,31
4903,26
4904,37
4905,33
4906,27
4907,38
4908,36
4909,28
4910,31
4911,28
4912,26
4913,32
4914,26
4915,28
4916,26
4917,30
4918,26
4919,29
4920,28
4921,34
4922,29
4923,34
4924,33
4925,33
4926,29
4927,33
4928,29
4929,32
4930,30
4931,31
4932,34
4933,32
4934,28
4935,33
4936,31
4937,32
4938,34
4939,33
4940,39
4941,32
4942,34
4943,36
4944,38
4945,34
4946,33
4947,29
4948,31
4949,31
4950,41
4951,36
4952,43
4953,39
4954,41
4955,36
4956,34
4957,29
4958,34
4959,31
4960,31
4961,29
4962,43
4963,39
4964,38
4965,36
4966,39
4967,32
4968,31
4969,34
4970,29
4971,34
4972,28
4973,29
4974,31
4975,41
4976,40
4977,29
4978,36
4979,32
4980,27
4981,29
4982,28
4983,34
4984,33
4985,34
4986,27
4987,34
4988,28
4989,32
4990,28
4991,31
4992,29
4993,24
4994,36
4995,28
4996,28
4997,38
4998,43
4999,28
5000,27
5001,39
5002,31
5003,38
5004,40
5005,38
5006,39
5007,41
5008,40
5009,34
5010,27
5011,32
5012,27
5013,27
5014,27
5015,33
5016,40
5017,31
5018,35
5019,41
5020,33
5021,41
5022,36
5023,37
5024,41
5025,41
5026,41
5027,38
5028,34
5029,41
5030,41
5031,36
5032,33
5033,34
5034,39
5035,39
5036,36
5037,41
5038,38
5039,39
5040,43
5041,36
5042,36
5043,33
5044,34
5045,31
5046,28
5047,36
5048,39
5049,43
5050,43
5051,41
5052,43
5053,36
5054,43
5055,37
5056,31
5057,33
5058,41
5059,36
5060,36
5061,38
5062,37
5063,36
5064,38
5065,33
5066,36
5067,38
5068,36
5069,36
5070,36
5071,34
5072,36
5073,40
5074,41
5075,41
5076,44
5077,36
5078,43
5079,39
5080,33
5081,38
5082,41
5083,43
5084,37
5085,36
5086,37
5087,36
5088,41
5089,36
5090,36
5091,39
5092,41
5093,36
5094,38
5095,34
5096,36
5097,38
5098,43
5099,40
5100,43
5101,36
5102,36
5103,34
5104,36
5105,38
5106,34
5107,36
5108,34
5109,41
5110,36
5111,35
5112,33
5113,38
5114,39
5115,43
5116,34
5117,35
5118,34
5119,35
5120,34
5121,41
5122,38
5123,38
5124,41
5125,36
5126,33
5127,36
5128,31
5129,36
5130,43
5131,41
5132,39
5133,38
5134,33
5135,36
5136,36
5137,33
5138,36
5139,29
5140,34
5141,38
5142,34
5143,36
5144,36
5145,38
5146,37
5147,36
5148,36
5149,31
5150,41
5151,31
5152,38
5153,38
5154,41
5155,36
5156,33
5157,36
5158,34
5159,33
5160,36
5161,41
5162,41
5163,38
5164,40
5165,39
5166,41
5167,40
5168,36
5169,39
5170,41
5171,39
5172,39
5173,40
5174,33
5175,36
5176,36
5177,36
5178,36
5179,36
5180,36
5181,33
5182,36
5183,43
5184,36
5185,38
5186,43
5187,33
5188,34
5189,36
5190,38
5191,36
5192,43
5193,36
5194,41
5195,37
5196,36
5197,31
5198,33
5199,39
5200,38
5201,41
5202,34
5203,36
5204,36
5205,35
5206,26
5207,24
5208,34
5209,34
5210,31
5211,29
5212,27
5213,29
5214,25
5215,29
5216,28
5217,32
5218,31
5219,31
5220,31
5221,29
5222,27
5223,30
5224,24
5225,26
5226,24
5227,24
5228,24
5229,21
5230,24
5231,24
5232,24
5233,26
5234,29
5235,31
5236,29
5237,27
5238,32
5239,27
5240,31
5241,31
5242,32
5243,29
5244,27
5245,31
5246,31
5247,27
5248,30
5249,32
5250,31
5251,31
5252,32
5253,26
5254,36
5255,31
5256,33
5257,38
5258,32
5259,29
5260,32
5261,32
5262,35
5263,39
5264,36
5265,41
5266,31
5267,32
5268,31
5269,34
5270,34
5271,31
5272,33
5273,36
5274,34
5275,33
5276,32
5277,33
5278,31
5279,36
5280,36
5281,31
5282,36
5283,36
5284,32
5285,34
5286,31
5287,33
5288,31
5289,32
5290,32
5291,33
5292,36
5293,33
5294,36
5295,34
5296,38
5297,34
5298,34
5299,31
5300,31
5301,38
5302,31
5303,34
5304,33
5305,36
5306,29
5307,34
5308,33
5309,38
5310,38
5311,33
5312,31
5313,36
5314,36
5315,38
5316,38
5317,38
5318,41
5319,39
5320,32
5321,36
5322,31
5323,34
5324,34
5325,32
5326,29
5327,29
5328,36
5329,22
5330,34
5331,33
5332,33
5333,29
5334,31
5335,29
5336,36
5337,33
5338,33
5339,29
5340,34
5341,37
5342,39
5343,33
5344,33
5345,31
5346,33
5347,34
5348,33
5349,36
5350,39
5351,32
5352,36
5353,27
5354,34
5355,29
5356,34
5357,29
5358,32
5359,26
5360,34
5361,34
5362,31
5363,36
5364,29
5365,40
5366,28
5367,31
5368,31
5369,31
5370,29
5371,29
5372,29
5373,28
5374,28
5375,28
5376,33
5377,33
5378,29
5379,33
5380,33
5381,33
5382,29
5383,33
5384,33
5385,33
5386,29
5387,33
5388,31
5389,36
5390,29
5391,36
5392,33
5393,33
5394,29
5395,33
5396,31
5397,36
5398,29
5399,36
5400,31
5401,36
5402,29
5403,36
5404,34
5405,34
5406,34
5407,34
5408,34
5409,34
5410,29
5411,36
5412,36
5413,31
5414,36
5415,36
5416,31
5417,24
5418,34
5419,34
5420,29
5421,34
5422,39
5423,31
5424,31
5425,34
5426,33
5427,33
5428,34
5429,31
5430,35
5431,29
5432,29
5433,38
5434,36
5435,39
5436,33
5437,34
5438,27
5439,36
5440,29
5441,31
5442,27
5443,41
5444,33
5445,36
5446,31
5447,36
5448,28
5449,33
5450,29
5451,33
5452,29
5453,31
5454,31
5455,28
5456,28
5457,34
5458,29
5459,31
5460,29
5461,31
5462,31
5463,36
5464,28
5465,36
5466,28
5467,36
5468,29
5469,33
5470,28
5471,32
5472,32
5473,33
5474,28
5475,36
5476,29
5477,33
5478,29
5479,36
5480,29
5481,36
5482,27
5483,35
5484,30
5485,38
5486,29
5487,33
5488,28
5489,28
5490,29
5491,29
5492,29
5493,28
5494,31
5495,45
5496,36
5497,29
5498,35
5499,28
5500,36
5501,44
5502,36
5503,38
5504,39
5505,41
5506,41
5507,41
5508,37
5509,40
5510,38
5511,41
5512,39
5513,44
5514,32
5515,38
5516,38
5517,34
5518,38
5519,38
5520,39
5521,36
5522,36
5523,39
5524,37
5525,36
5526,31
5527,36
5528,36
5529,29
5530,34
5531,39
5532,32
5533,34
5534,34
5535,31
5536,36
5537,36
5538,36
5539,41
5540,36
5541,32
5542,43
5543,43
5544,40
5545,35
5546,39
5547,32
5548,32
5549,32
5550,33
5551,31
5552,36
5553,36
5554,36
5555,36
5556,33
5557,36
5558,36
5559,36
5560,32
5561,32
5562,36
5563,32
5564,33
5565,38
5566,38
5567,33
5568,34
5569,37
5570,36
5571,34
5572,36
5573,31
5574,39
5575,41
5576,29
5577,36
5578,37
5579,32
5580,36
5581,34
5582,33
5583,36
5584,41
5585,41
5586,36
5587,36
5588,33
5589,37
5590,31
5591,32
5592,43
5593,43
5594,41
5595,35
5596,31
5597,39
5598,39
5599,36
5600,36
5601,38
5602,36
5603,38
5604,36
5605,33
5606,39
5607,34
5608,36
5609,36
5610,34
5611,39
5612,39
5613,31
5614,29
5615,41
5616,31
5617,26
5618,32
5619,24
5620,31
5621,24
5622,24
5623,31
5624,27
5625,31
5626,31
5627,34
5628,32
5629,31
5630,31
5631,36
5632,34
5633,38
5634,41
5635,38
5636,32
5637,34
5638,34
5639,34
5640,33
5641,35
5642,29
5643,31
5644,33
5645,33
5646,36
5647,43
5648,36
5649,36
5650,34
5651,38
5652,35
5653,38
5654,36
5655,34
5656,38
5657,38
5658,32
5659,29
5660,39
5661,31
5662,36
5663,38
5664,36
5665,37
5666,39
5667,34
5668,36
5669,32
5670,32
5671,33
5672,31
5673,36
5674,31
5675,41
5676,33
5677,36
5678,33
5679,33
5680,33
5681,34
5682,36
5683,39
5684,36
5685,41
5686,38
5687,39
5688,31
5689,36
5690,35
5691,38
5692,36
5693,32
5694,32
5695,32
5696,31
5697,33
5698,39
5699,39
5700,38
5701,33
5702,32
5703,29
5704,29
5705,39
5706,36
5707,36
5708,40
5709,36
5710,32
5711,34
5712,36
5713,40
5714,36
5715,36
5716,36
5717,34
5718,34
5719,32
5720,40
5721,32
5722,36
5723,36
5724,39
5725,39
5726,37
5727,38
5728,31
5729,34
5730,40
5731,34
5732,29
5733,38
5734,43
5735,36
5736,43
5737,26
5738,33
5739,31
5740,38
5741,34
5742,36
5743,38
5744,33
5745,43
5746,29
5747,31
5748,29
5749,24
5750,27
5751,29
5752,29
5753,27
5754,24
5755,29
5756,27
5757,27
5758,26
5759,29
5760,29
5761,32
5762,31
5763,29
5764,31
5765,29
5766,29
5767,24
5768,31
5769,26
5770,29
5771,31
5772,31
5773,34
5774,28
5775,27
5776,31
5777,27
5778,29
